,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
1810019D21Rik,0.834197965,0.570065514,0.025,0.03,1
Gm36995,0.834258315,-0.769189092,0.012,0.014,1
ENSMUSG00000129568,0.834288349,-0.444083615,0.062,0.053,1
Slit1,0.834313443,-0.751600765,0.012,0.008,1
Gm37612,0.8343879,0.100557495,0.007,0.011,1
Gm45518,0.834939379,0.725583271,0.017,0.014,1
Zmpste24,0.834983527,0.246058637,0.102,0.114,1
Kansl3,0.835042361,-0.294901873,0.156,0.147,1
Ddx11,0.835063048,0.227417896,0.022,0.019,1
ENSMUSG00000122249,0.835077013,-0.139717678,0.025,0.019,1
Nhsl2,0.835224783,-0.976738578,0.015,0.011,1
ENSMUSG00000143653,0.835263223,-0.539807178,0.012,0.008,1
ENSMUSG00000132717,0.835463578,0.56845768,0.057,0.058,1
Gnai1,0.835515717,0.197854819,0.082,0.094,1
Gm45021,0.835600844,0.885472999,0.007,0.011,1
4930524O07Rik,0.835787791,-0.757646855,0.017,0.014,1
Gm48027,0.835812598,0.899378132,0.012,0.017,1
1700085D22Rik,0.835858027,-1.424316384,0.012,0.008,1
Nutf2-ps1,0.835864208,0.10040335,0.062,0.055,1
Gm36393,0.835896306,-0.604204682,0.03,0.025,1
Utp23,0.836094576,0.70844076,0.037,0.042,1
Zfp931,0.836549481,-1.408348962,0.01,0.008,1
ENSMUSG00000129579,0.836552038,-0.832026172,0.012,0.008,1
Blk,0.836573723,-0.311360855,0.022,0.017,1
ENSMUSG00000134266,0.836654345,1.003961484,0.01,0.014,1
Gm11635,0.836686614,0.922086538,0.012,0.017,1
Rab32,0.836757748,1.312297609,0.01,0.014,1
Sfmbt1,0.836780423,0.117778944,0.127,0.141,1
Gm45064,0.836852697,0.473785561,0.022,0.025,1
ENSMUSG00000128034,0.836928829,0.456363363,0.017,0.014,1
Pcgf6,0.837039114,0.421284694,0.079,0.08,1
Sirt6,0.837097318,1.06666223,0.017,0.022,1
ENSMUSG00000131750,0.837140051,-0.139552172,0.012,0.008,1
Apcdd1,0.8374294,1.29018554,0.01,0.011,1
Col14a1,0.837517953,0.433373592,0.045,0.044,1
Tbx4,0.837521758,-0.789141012,0.022,0.017,1
ENSMUSG00000130340,0.837597355,0.675365949,0.01,0.008,1
Marchf8,0.837713946,-0.173325004,0.191,0.183,1
Exosc4,0.837767007,-0.235888343,0.139,0.125,1
Mmgt2,0.837822466,0.204820476,0.079,0.091,1
Tmeff1,0.837846204,-0.369732119,0.007,0.011,1
Gm17508,0.838000519,-0.873411301,0.015,0.011,1
Cpt1c,0.838180429,0.430187295,0.055,0.064,1
ENSMUSG00000135970,0.838186205,0.853483286,0.012,0.017,1
2500004C02Rik,0.838240768,1.171154963,0.017,0.022,1
Brms1l,0.838518783,0.526228951,0.03,0.03,1
Tle4,0.838603392,-0.180947368,0.067,0.058,1
Stap2,0.838670941,-0.103970253,0.035,0.042,1
H2bc18,0.83874903,-1.086649781,0.01,0.008,1
Ccdc89,0.83879794,0.285521318,0.032,0.039,1
Sfrp2,0.838970238,-0.814726702,0.012,0.008,1
Gm10614,0.839096201,-0.567020684,0.01,0.011,1
Galnt4,0.839188635,0.479995487,0.017,0.017,1
Mapk8ip3,0.839635534,-0.104510009,0.139,0.133,1
Adgrg6,0.839653547,-0.102374035,0.012,0.008,1
Mesd,0.839782143,-0.285814467,0.074,0.064,1
A630095N17Rik,0.839992897,-1.106644284,0.01,0.008,1
Mief1,0.840075323,0.147480585,0.074,0.072,1
Tex9,0.840103819,-0.131060442,0.161,0.15,1
Tmco4,0.840190045,0.16606523,0.184,0.186,1
Maoa,0.84021038,-0.233096497,0.017,0.022,1
Aqp11,0.840288674,0.658861183,0.032,0.039,1
ENSMUSG00000134833,0.840319314,-0.178824003,0.012,0.008,1
ENSMUSG00000130771,0.840357205,-0.444019649,0.037,0.03,1
Gm5608,0.840457706,0.139299097,0.025,0.022,1
Spata31g1,0.840567104,-0.128575272,0.055,0.047,1
ENSMUSG00000135558,0.840696957,-0.182281278,0.012,0.008,1
H2-Oa,0.840853216,-0.685147373,0.012,0.008,1
ENSMUSG00000143946,0.840867615,0.818370162,0.015,0.014,1
ENSMUSG00000122351,0.840991986,-0.399424276,0.017,0.019,1
ENSMUSG00000123275,0.841082575,1.862151276,0.01,0.008,1
ENSMUSG00000131242,0.841110176,-1.024539201,0.012,0.008,1
ENSMUSG00000134748,0.841183135,0.309199652,0.032,0.039,1
Slc15a1,0.841250302,0.590866253,0.022,0.022,1
Pde11a,0.841473399,-0.759683007,0.012,0.008,1
ENSMUSG00000126795,0.841490042,0.678743085,0.017,0.022,1
Gm50383,0.84165328,-0.420524151,0.012,0.008,1
Wipf3,0.841703623,-0.23001045,0.012,0.008,1
Mcm3,0.841753593,0.265830909,0.012,0.008,1
Acvrl1,0.841856123,0.833704949,0.032,0.036,1
Mgme1,0.841964062,0.915762509,0.012,0.017,1
Cacna1s,0.842009815,-0.227942126,0.037,0.03,1
Cep76,0.842014491,0.596448834,0.025,0.03,1
ENSMUSG00000141358,0.842032132,0.706426571,0.01,0.014,1
Crtap,0.842074351,0.528593073,0.027,0.028,1
Itgbl1,0.84209002,1.042153664,0.01,0.008,1
Meiob,0.842329889,0.91906727,0.015,0.017,1
Gm47926,0.84236563,-0.694835833,0.025,0.019,1
4921504A21Rik,0.84237072,0.749299383,0.015,0.019,1
Casp1,0.842489458,0.434754276,0.027,0.022,1
Sap30bpos,0.842489988,0.441387899,0.022,0.019,1
AW554918,0.842617861,-0.135100516,0.139,0.127,1
Egln2,0.842726621,0.213203148,0.196,0.208,1
Gsg1l,0.842842166,1.087311568,0.015,0.019,1
1700028E10Rik,0.842968849,0.632344199,0.017,0.017,1
Gm37362,0.843063836,0.527014549,0.01,0.014,1
Sat2,0.843130179,-0.776858317,0.012,0.008,1
Gm15350,0.843158627,0.945010419,0.007,0.011,1
Slc36a1,0.843200381,0.489408974,0.025,0.022,1
Nudt22,0.843203371,0.674140581,0.032,0.039,1
ENSMUSG00000124637,0.843252901,-0.86445964,0.012,0.008,1
Gm57203,0.843256176,-0.439704544,0.022,0.017,1
Rgs10,0.843312369,0.113130906,0.045,0.042,1
ENSMUSG00000143680,0.843355773,-0.465634805,0.012,0.008,1
Katnbl1,0.843506235,0.320379671,0.047,0.053,1
1600014C10Rik,0.843597639,0.530038791,0.01,0.011,1
2010009K17Rik,0.843812423,0.807418373,0.012,0.017,1
Katna1,0.843827574,0.228014707,0.109,0.102,1
Ltbp2,0.84386373,-0.536528614,0.012,0.008,1
Nrarp,0.843907177,-0.499304699,0.015,0.014,1
1500002C15Rik,0.843969519,-0.684674959,0.012,0.008,1
ENSMUSG00000138124,0.844085267,0.142767688,0.117,0.108,1
9330159M07Rik,0.84410559,0.162275595,0.065,0.075,1
Sfrp5,0.844242291,-0.681868858,0.012,0.008,1
ENSMUSG00000128805,0.844264583,-0.216226475,0.012,0.008,1
Mir205hg,0.844312073,-0.84444676,0.012,0.011,1
Lag3,0.844398539,-0.622080733,0.025,0.019,1
Gm57151,0.84447589,-0.209558962,0.012,0.008,1
Irgm2,0.844733842,0.889792424,0.01,0.014,1
ENSMUSG00000144074,0.844807647,0.643775077,0.035,0.042,1
Rbm12b2,0.844831162,-0.616040566,0.017,0.019,1
Elovl7,0.844837957,0.580736853,0.025,0.025,1
Kat14,0.844846659,-0.342215872,0.074,0.075,1
4632428C04Rik,0.844915537,0.654108388,0.012,0.011,1
Gpr153,0.844951495,0.493097702,0.022,0.019,1
Large2,0.844996232,-0.660235939,0.012,0.008,1
Pola2,0.845028265,-0.397254757,0.022,0.017,1
ENSMUSG00000123262,0.845071731,-0.73564853,0.017,0.014,1
Gm17354,0.845221715,0.407863537,0.017,0.017,1
Gm49171,0.845261678,0.14027906,0.007,0.011,1
Pkd1l2,0.845299414,1.001948264,0.007,0.011,1
Zfp1006,0.845394541,-0.986373762,0.012,0.008,1
Ptrh2,0.845427135,0.191098839,0.077,0.083,1
Zfp334,0.845804424,0.463634868,0.045,0.044,1
Plekhd1os,0.845805246,-1.150409885,0.017,0.014,1
Gm35244,0.845884914,0.882554077,0.007,0.011,1
Gm57854,0.845919283,-0.261798062,0.012,0.008,1
Zfp180,0.84609803,0.953737157,0.017,0.022,1
Arvcf,0.846201403,0.205306176,0.069,0.075,1
ENSMUSG00000135889,0.846206456,0.994195111,0.007,0.011,1
Rnf183,0.846266492,-0.794403948,0.015,0.011,1
Dnmt3b,0.846267546,-0.322580213,0.022,0.017,1
D330041H03Rik,0.846328668,0.20477317,0.02,0.017,1
Tmed8,0.846403672,-0.472129008,0.03,0.033,1
Gm14319,0.846424714,-0.417614838,0.012,0.008,1
Mfsd13b,0.84644844,0.381670903,0.042,0.05,1
Msh3,0.846463383,0.743692117,0.022,0.025,1
Gm16731,0.846605601,0.299741482,0.015,0.011,1
ENSMUSG00000142670,0.846614667,1.314218263,0.01,0.008,1
Rcbtb2,0.84672384,0.127662471,0.159,0.163,1
Tspan7,0.846827087,-0.195812558,0.012,0.008,1
Hibch,0.846878291,0.289450349,0.072,0.083,1
ENSMUSG00000126755,0.846980349,0.546138701,0.017,0.017,1
Usp11,0.847043458,0.319665403,0.084,0.083,1
Slc39a8,0.8470505,-0.437489248,0.022,0.017,1
Gm12843,0.847064988,-0.4369268,0.022,0.017,1
ENSMUSG00000141830,0.847100917,-0.261027781,0.02,0.022,1
ENSMUSG00000132343,0.847166702,-0.566881578,0.012,0.008,1
2310011J03Rik,0.847447143,-0.16424142,0.092,0.08,1
Gm50105,0.847479221,0.343902877,0.02,0.017,1
Naa80,0.847484844,0.213975474,0.159,0.152,1
Fam221a,0.847610186,-0.445105324,0.067,0.061,1
Gm56547,0.847621084,0.309778826,0.04,0.036,1
Pwwp3b,0.847730547,-0.717509984,0.032,0.03,1
Zdhhc9,0.847913875,0.177709177,0.067,0.078,1
ENSMUSG00000131507,0.84794221,-0.702922442,0.012,0.008,1
Mtpap,0.84796714,0.399815505,0.03,0.03,1
Zfp62,0.847976211,0.227645412,0.045,0.053,1
Rorb,0.848148986,0.823090104,0.017,0.019,1
Gm32950,0.848152406,0.504309457,0.027,0.03,1
Gm42702,0.848215327,-0.468027681,0.022,0.017,1
ENSMUSG00000122099,0.84839646,-0.312558699,0.012,0.008,1
Thap12,0.848487717,0.368446027,0.067,0.069,1
Dip2a,0.848651032,0.12400614,0.097,0.091,1
Gm17227,0.848709056,-0.65003604,0.012,0.008,1
Gstm7,0.84874764,0.1743117,0.069,0.08,1
Nudt7,0.848867523,0.894634133,0.017,0.022,1
Gm48768,0.849058542,-0.693716751,0.012,0.008,1
Gm56952,0.849060163,1.582689504,0.012,0.017,1
Dbt,0.849079327,0.139962346,0.027,0.022,1
Gm45464,0.849093524,-0.301010769,0.022,0.017,1
1700056N10Rik,0.849470635,-0.18388256,0.012,0.008,1
Gm26586,0.849565783,-0.108684388,0.099,0.089,1
C430002N11Rik,0.849647927,-0.462017902,0.022,0.017,1
ENSMUSG00000137482,0.849688994,-0.870453997,0.012,0.011,1
Gm49066,0.84974462,-0.549658639,0.027,0.022,1
Atp8b2,0.850001522,0.242091202,0.027,0.025,1
Fli1,0.850018248,-0.304785965,0.022,0.017,1
Cenpu,0.850074293,-0.415761264,0.035,0.028,1
Phf21b,0.850086877,-0.683713028,0.012,0.014,1
Gm9887,0.850173781,-0.776778218,0.017,0.014,1
Fjx1,0.85026143,-0.823783035,0.012,0.008,1
9130008F23Rik,0.850421362,-0.610766819,0.012,0.008,1
Gm49631,0.850471126,-1.153582612,0.01,0.008,1
Gm44066,0.85049638,-0.332840641,0.047,0.039,1
B230311B06Rik,0.850587831,0.924485961,0.007,0.011,1
Gm57042,0.850602072,0.285084148,0.012,0.008,1
Gm29719,0.850709785,-0.578132601,0.012,0.008,1
Gm41349,0.850734019,0.354527864,0.04,0.039,1
Stk35os1,0.85073593,-0.648183967,0.025,0.019,1
Dph7,0.850924133,0.500143722,0.022,0.022,1
Tdg,0.850963109,0.170737308,0.114,0.111,1
ENSMUSG00000134381,0.851037784,-0.430053684,0.035,0.028,1
ENSMUSG00000143584,0.851081081,-0.433083914,0.012,0.008,1
Rmnd1,0.851111629,-0.40924346,0.062,0.053,1
Gm37634,0.851242072,-0.560805518,0.027,0.022,1
Dclre1c,0.851354585,0.579070381,0.03,0.033,1
Ano8,0.851365165,0.403336702,0.045,0.044,1
Zfp119a,0.851433904,-0.574349626,0.012,0.008,1
ENSMUSG00000142517,0.85148453,-0.225825085,0.012,0.008,1
ENSMUSG00000142523,0.851539401,-0.143677558,0.092,0.08,1
ENSMUSG00000139539,0.851859623,-0.607206863,0.012,0.008,1
Atxn7l3,0.851967715,0.418556148,0.079,0.086,1
Gm37020,0.852038847,0.848537128,0.01,0.014,1
Repin1,0.852131639,-0.423036055,0.032,0.028,1
Rskr,0.852312783,0.353760362,0.007,0.011,1
I830077J02Rik,0.852481701,-0.246866251,0.012,0.008,1
Lrriq3,0.852606735,0.358865214,0.042,0.042,1
ENSMUSG00000123415,0.852626624,-0.707294023,0.012,0.008,1
C330011M18Rik,0.852727146,0.654446772,0.027,0.033,1
Pign,0.852808324,0.173567253,0.074,0.069,1
ENSMUSG00000134161,0.852853028,-0.334803454,0.012,0.008,1
Trim25,0.852925795,0.250416293,0.134,0.139,1
Morn4,0.852942106,0.115550891,0.077,0.075,1
Gm33037,0.852985327,-0.31173795,0.05,0.042,1
Tex29,0.853028089,0.122721808,0.015,0.011,1
Ormdl1,0.853055719,0.300144319,0.015,0.011,1
ENSMUSG00000123753,0.853089225,-0.485691072,0.012,0.008,1
ENSMUSG00000136619,0.85317065,-0.826858266,0.015,0.014,1
ENSMUSG00000133762,0.85319575,0.144072734,0.01,0.014,1
Gm50218,0.853233138,0.622146329,0.03,0.033,1
Lmx1b,0.853306791,0.115862707,0.015,0.011,1
Ttyh3,0.853308365,0.68661786,0.027,0.025,1
ENSMUSG00000122555,0.853411732,0.449570873,0.025,0.03,1
Syn2,0.853424635,0.202896973,0.045,0.039,1
Gm9754,0.853578876,-0.306672291,0.012,0.008,1
Gm1123,0.853599181,0.747385345,0.022,0.022,1
Otud7a,0.853654502,0.378418032,0.007,0.011,1
Inafm1,0.853693902,-0.535595237,0.062,0.053,1
Neu1,0.853730714,-0.165126253,0.077,0.066,1
ENSMUSG00000132013,0.853844372,-0.342331263,0.012,0.008,1
Tmem198b,0.853844967,-0.441843506,0.012,0.008,1
Cpxm2,0.853902485,1.009417068,0.01,0.011,1
Ror1,0.854035215,-0.59788982,0.012,0.008,1
Ppp1ccb,0.854144196,0.363413457,0.037,0.039,1
ENSMUSG00000143471,0.854297172,0.600148305,0.02,0.025,1
Pip5k1bos,0.854397166,-0.147067596,0.012,0.017,1
Ccr9,0.854433457,1.047614231,0.007,0.011,1
Chst3,0.854461549,-0.639920852,0.017,0.014,1
Cd244a,0.854582166,0.164987482,0.022,0.019,1
1700087I21Rik,0.854683513,-0.594925365,0.01,0.011,1
1700061E17Rik,0.854733681,-0.349175717,0.012,0.008,1
Gas2,0.854776925,-0.611292348,0.012,0.008,1
ENSMUSG00000141573,0.854848474,0.111526063,0.007,0.011,1
ENSMUSG00000130280,0.854947156,-0.317858315,0.012,0.008,1
Tpst2,0.854959039,-0.35865139,0.062,0.053,1
ENSMUSG00000125049,0.854972291,-0.329982608,0.012,0.008,1
4921504E06Rik,0.855015298,-0.527493066,0.012,0.008,1
Gm50301,0.855027789,-0.515314892,0.012,0.008,1
Smc4,0.855072013,-0.479859468,0.035,0.028,1
Poll,0.855085123,-0.319921553,0.035,0.028,1
Kbtbd3,0.855129606,0.141491681,0.097,0.094,1
ENSMUSG00000123937,0.855167937,-0.238662112,0.012,0.008,1
Lpar5,0.855300142,0.205718131,0.007,0.011,1
Platr3,0.855338329,0.772614692,0.01,0.014,1
ENSMUSG00000143234,0.855371894,1.129346554,0.01,0.014,1
Hps6,0.855403819,0.609714377,0.02,0.017,1
ENSMUSG00000143078,0.855478517,0.702279528,0.015,0.017,1
Emc9,0.855493711,-0.384135529,0.052,0.044,1
Scg5,0.855504289,-0.628048325,0.012,0.008,1
Fam78a,0.855524782,-0.412937677,0.012,0.008,1
4931407E12Rik,0.855585422,-0.465509671,0.012,0.008,1
1700008O03Rik,0.855678659,-0.669909845,0.01,0.011,1
ENSMUSG00000128306,0.855685599,-0.293383897,0.035,0.028,1
Gm56630,0.855726077,-0.623238333,0.012,0.008,1
Gm42957,0.8557355,-0.618757196,0.012,0.008,1
AW112010,0.855737401,0.256018167,0.067,0.075,1
Nudt12,0.85578993,0.639384641,0.01,0.008,1
Mirt1,0.855826471,0.323018351,0.017,0.014,1
ENSMUSG00000132004,0.855888958,-0.509960756,0.012,0.008,1
A830021M18Rik,0.855893382,-0.26917143,0.012,0.008,1
Aldh5a1,0.855921673,0.123134178,0.047,0.042,1
ENSMUSG00000124778,0.855932548,-0.203607234,0.012,0.008,1
Gm13748,0.855992783,-0.383874925,0.012,0.008,1
ENSMUSG00000123899,0.855999685,-0.508987332,0.012,0.008,1
Klra2,0.856025454,-0.54775146,0.012,0.008,1
Scara5,0.856076782,-0.449874026,0.012,0.008,1
Gm19500,0.85612134,-0.771240523,0.012,0.008,1
Gm44832,0.856148984,0.836008023,0.01,0.014,1
Stk32c,0.856162085,-0.869723472,0.012,0.008,1
Mical1,0.85617055,0.897052202,0.015,0.019,1
Icam2,0.856171869,-0.370508805,0.012,0.008,1
Flrt1,0.85619135,-0.675930285,0.012,0.008,1
Idi1,0.856210313,0.385519659,0.069,0.078,1
ENSMUSG00000139867,0.856233395,0.940792208,0.007,0.011,1
Arhgap28,0.856258634,0.206700654,0.007,0.011,1
6530413G14Rik,0.856439671,0.949885441,0.012,0.017,1
ENSMUSG00000122615,0.856514827,0.866197118,0.007,0.011,1
Amz1,0.856549212,0.193173332,0.02,0.025,1
Ythdf1,0.856615689,-0.186665567,0.119,0.111,1
ENSMUSG00000131125,0.85683888,0.509715581,0.012,0.014,1
Gm20045,0.856867788,-0.843148876,0.025,0.019,1
Hif1a,0.856911183,0.408716518,0.084,0.089,1
Gmfg,0.856957499,-0.215374352,0.124,0.114,1
ENSMUSG00000128740,0.856966151,0.689578941,0.022,0.022,1
Gabrr2,0.857019133,0.778645591,0.012,0.017,1
3110006O06Rik,0.857024263,0.197474659,0.007,0.011,1
Adgrg5,0.857224914,0.233289514,0.007,0.011,1
Lrrk1,0.857322364,-0.20006242,0.109,0.097,1
Fancg,0.857332383,0.674623093,0.015,0.019,1
Spata32,0.857589085,0.454239111,0.022,0.022,1
ENSMUSG00000126442,0.857624387,-0.567555725,0.012,0.014,1
Gm36423,0.857727068,0.183439794,0.015,0.011,1
Gm16168,0.857859326,0.538730664,0.05,0.055,1
Gm16497,0.857872058,0.618551539,0.025,0.028,1
ENSMUSG00000131085,0.857877984,0.975043824,0.007,0.011,1
Ybey,0.858027795,0.160510099,0.025,0.03,1
Pea15a,0.858198751,-0.335542736,0.082,0.072,1
Tspan5,0.858404641,-0.412976606,0.166,0.152,1
Sap18b,0.858515606,-0.236102377,0.052,0.044,1
4930447K03Rik,0.858530141,0.787406899,0.017,0.017,1
Spatc1l,0.858777715,-0.762758104,0.03,0.025,1
Gm15491,0.858786797,0.792512111,0.01,0.014,1
ENSMUSG00000134244,0.858826666,-0.111661746,0.007,0.011,1
Opcml,0.858893427,0.92722945,0.012,0.017,1
Lrig3,0.859276719,0.172067432,0.042,0.044,1
Dnajc10,0.859317207,0.153199969,0.149,0.158,1
Gm38139,0.859329691,0.29337941,0.067,0.066,1
Prkch,0.859345442,-0.180528781,0.099,0.089,1
Gm15932,0.859437197,-0.997841026,0.03,0.03,1
Inafm2,0.85945819,0.103956238,0.04,0.036,1
Gm30146,0.859505952,-0.540612679,0.012,0.014,1
Gm16364,0.859563523,0.290047101,0.047,0.042,1
1700058P15Rik,0.859563548,0.15323736,0.01,0.014,1
ENSMUSG00000142203,0.859579944,0.631185234,0.017,0.019,1
Ncoa3,0.859939253,-0.168527219,0.132,0.119,1
Tnip3,0.860055335,0.417762329,0.015,0.019,1
6030443J06Rik,0.860069287,-0.302930083,0.062,0.064,1
Gm26704,0.86011431,-1.623364906,0.01,0.008,1
Gm56648,0.860656265,0.559208491,0.025,0.025,1
4930474M22Rik,0.860773201,0.868863252,0.007,0.011,1
Sigmar1,0.860833312,0.804518768,0.022,0.028,1
H2-Q6,0.861043938,0.257804971,0.022,0.019,1
Gm42797,0.861059405,-0.181623168,0.037,0.03,1
Homer2,0.861169879,0.563351037,0.017,0.017,1
ENSMUSG00000128891,0.861220746,0.122887069,0.015,0.011,1
Sectm1b,0.861281609,0.522635493,0.035,0.042,1
Eepd1,0.861319028,0.522891503,0.012,0.017,1
Coasy,0.861448804,0.136478451,0.087,0.083,1
Zbtb32,0.861477254,0.879984471,0.017,0.022,1
Pde6d,0.86148544,-0.299432337,0.092,0.083,1
Nr0b2,0.861498884,0.740435226,0.012,0.017,1
Gm56728,0.861504969,-0.654386788,0.02,0.017,1
Hpse2,0.86160424,-1.279231968,0.01,0.008,1
ENSMUSG00000125397,0.861630101,0.644996723,0.012,0.011,1
Slc9a2,0.861961637,0.664960932,0.01,0.008,1
Med9,0.862104516,0.262015585,0.107,0.111,1
Syt6,0.862110474,-0.293165741,0.055,0.047,1
Znhit6,0.862372066,0.530255232,0.04,0.047,1
Aldh1l2,0.862456612,0.233924889,0.007,0.011,1
Dlx3,0.862529682,0.795044113,0.007,0.011,1
ENSMUSG00000124979,0.862601836,0.715101126,0.01,0.014,1
Gla,0.862744155,0.387330089,0.04,0.047,1
B630019K06Rik,0.862910868,0.706225765,0.012,0.017,1
ENSMUSG00000125536,0.862964517,0.552259359,0.02,0.025,1
Baiap3,0.863068618,0.720288134,0.007,0.011,1
ENSMUSG00000132697,0.863090107,-0.165553079,0.05,0.042,1
ENSMUSG00000127199,0.863253584,-0.61896371,0.015,0.011,1
Ccdc149,0.86334623,0.170472132,0.02,0.019,1
ENSMUSG00000134842,0.863411675,0.766573113,0.007,0.011,1
ENSMUSG00000130556,0.863594416,0.401727612,0.007,0.011,1
Gm14320,0.863624808,0.278786091,0.007,0.011,1
1700084F23Rik,0.863664755,0.784256979,0.01,0.014,1
Gm46111,0.863793348,0.211144949,0.037,0.033,1
ENSMUSG00000122098,0.863835524,0.394635791,0.052,0.047,1
Pdlim4,0.863866218,-0.160538311,0.01,0.014,1
Gm21983,0.863878357,0.191207309,0.097,0.108,1
ENSMUSG00000142030,0.863996222,0.303833672,0.007,0.011,1
Gm26810,0.864007156,-0.302766578,0.03,0.03,1
Pip5k1c,0.864150364,0.265311107,0.107,0.105,1
Elmod3,0.864171065,0.30672083,0.065,0.069,1
ENSMUSG00000141304,0.864358479,-0.511168452,0.037,0.033,1
Gm31600,0.864415277,0.754501652,0.007,0.011,1
ENSMUSG00000124374,0.864878329,0.287801424,0.015,0.011,1
Pi4kb,0.864922109,0.232304913,0.107,0.116,1
ENSMUSG00000137951,0.864945923,-0.845532007,0.01,0.011,1
Slco6d1,0.864983626,0.806879939,0.007,0.011,1
Gm47414,0.865034628,0.257389871,0.007,0.011,1
Oscar,0.865100821,0.809166329,0.01,0.014,1
ENSMUSG00000143675,0.86535443,0.637039093,0.01,0.014,1
St8sia5,0.865516968,-0.286288992,0.02,0.022,1
Borcs8,0.865638871,0.286883987,0.069,0.069,1
ENSMUSG00000135335,0.865692081,-0.506431373,0.01,0.011,1
Ung,0.865701364,0.301123159,0.007,0.011,1
Rpusd1,0.865837206,0.355136438,0.01,0.014,1
Gm17233,0.865948623,0.723249091,0.007,0.011,1
Percc1,0.866004255,-0.447351233,0.025,0.019,1
ENSMUSG00000134432,0.866035268,0.334963939,0.03,0.028,1
Fkbp9,0.866155492,-0.282709094,0.05,0.042,1
ENSMUSG00000135104,0.866279484,0.623044189,0.007,0.011,1
Nek8,0.866297962,0.109771298,0.082,0.091,1
ENSMUSG00000131425,0.866412638,-0.720033082,0.015,0.014,1
Mylip,0.8665739,0.186556059,0.097,0.097,1
1700029H14Rik,0.866687694,0.432177561,0.035,0.039,1
ENSMUSG00000136617,0.866809925,-0.908800887,0.012,0.011,1
ENSMUSG00000140907,0.866820022,-0.763487951,0.025,0.022,1
Bend3,0.866825158,-0.826987659,0.017,0.017,1
Gm20619,0.866887314,0.281913902,0.055,0.064,1
ENSMUSG00000136370,0.866925639,-0.691488057,0.015,0.011,1
U2af2,0.866963883,-0.133992342,0.27,0.255,1
1010001B22Rik,0.867043387,0.764359181,0.007,0.011,1
Gm41177,0.867142697,0.266456818,0.007,0.011,1
ENSMUSG00000123088,0.867150698,0.312888264,0.007,0.011,1
ENSMUSG00000122023,0.867259846,-0.500120259,0.012,0.017,1
ENSMUSG00000132788,0.86732425,0.640341971,0.015,0.019,1
Cbfb,0.86732756,0.180963386,0.124,0.125,1
Cracr2a,0.867371019,0.790359678,0.012,0.011,1
Ddx28,0.867374702,1.198936686,0.012,0.014,1
Adamts7,0.867390295,0.277917031,0.007,0.011,1
Mx1,0.867415065,0.551489052,0.017,0.022,1
Spdef,0.867461734,0.342374296,0.062,0.069,1
Itga2b,0.867546257,0.292575341,0.037,0.044,1
ENSMUSG00000142798,0.867573013,0.650532708,0.012,0.011,1
Krt88,0.867722014,-0.362407425,0.037,0.03,1
ENSMUSG00000122675,0.867734756,0.259174517,0.015,0.019,1
ENSMUSG00000140282,0.867774444,0.651588269,0.01,0.014,1
Trpc1,0.86792343,-0.184290135,0.065,0.055,1
Zbtb49,0.867936608,0.685022468,0.01,0.008,1
Gm10371,0.868453669,-0.434458179,0.087,0.078,1
Ucp1,0.86845667,-0.409706032,0.035,0.033,1
ENSMUSG00000142990,0.868498753,0.203016672,0.015,0.011,1
H1f0,0.868611756,0.245696271,0.067,0.069,1
E130102H24Rik,0.868733522,0.29707054,0.007,0.011,1
Foxc1,0.868906356,-0.413274949,0.047,0.042,1
ENSMUSG00000122797,0.86898362,0.282758438,0.007,0.011,1
ENSMUSG00000129966,0.869044648,0.593093076,0.012,0.017,1
ENSMUSG00000141187,0.869052492,0.541572943,0.017,0.019,1
Birc2,0.869137793,0.28674832,0.052,0.061,1
Gm5427,0.869204862,-0.716482708,0.015,0.011,1
Hopxos,0.869223013,-0.803547215,0.015,0.014,1
Gm31223,0.8692267,0.301460911,0.05,0.05,1
Zfp595,0.869258373,0.97283634,0.007,0.011,1
Gm56801,0.869394333,0.774468583,0.012,0.011,1
B230354K17Rik,0.869437661,-0.264738993,0.06,0.053,1
Gm57504,0.869446992,0.615594321,0.03,0.033,1
Tmem229b,0.869459546,-0.488979458,0.032,0.036,1
ENSMUSG00000132055,0.869498942,0.761926002,0.007,0.011,1
Stmn2,0.869534791,0.415486028,0.01,0.008,1
ENSMUSG00000127600,0.8695429,0.55411498,0.015,0.017,1
Cinp,0.869575975,-0.55456186,0.02,0.022,1
Gm32261,0.869589132,-0.278627699,0.02,0.025,1
ENSMUSG00000130744,0.869621134,0.183115167,0.007,0.011,1
Muc17,0.869640458,0.794254437,0.012,0.014,1
Vit,0.869668295,-0.591735454,0.02,0.017,1
Arhgap11a,0.869702464,0.282028114,0.007,0.011,1
Gm20703,0.86979739,0.542912862,0.007,0.011,1
Adam12,0.870085457,0.519562211,0.03,0.025,1
ENSMUSG00000137929,0.870094247,0.826188037,0.01,0.008,1
Fbxw5,0.870142387,0.298093748,0.102,0.114,1
Fancm,0.870200432,-0.128754145,0.069,0.061,1
Gm10575,0.870331772,-0.349599323,0.04,0.036,1
Gm30082,0.870369679,0.860420863,0.017,0.019,1
ENSMUSG00000133344,0.870396275,-0.527759736,0.025,0.019,1
Plekhg2,0.870430308,-0.202668213,0.149,0.136,1
ENSMUSG00000129441,0.870448797,0.800009849,0.01,0.008,1
